,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
1065,pr,13287008,1381782055400,18.972,-65.2549,1.7,43,4,"74km N of Culebra, Puerto Rico"
1066,nc,72087586,1381782023200,41.6542,-122.2127,1.3,0,,"27km ESE of Montague, California"
1067,pr,13287007,1381781485900,18.9032,-64.428,2.1,14,5,"57km NNE of Road Town, British Virgin Islands"
1068,pr,13287006,1381781192600,17.902,-66.5927,2.4,10,7,"12km S of Ponce, Puerto Rico"
1069,ci,11378234,1381780476300,33.4543,-116.9085,1.6,12.6,43,"4km WNW of Aguanga, California"
1070,ak,10824087,1381779504000,62.6931,-149.4362,1.2,59.1,17,"53km NE of Talkeetna, Alaska"
1071,ci,11378226,1381779171700,32.8807,-116.2567,1.4,5.9,22,"26km ENE of Pine Valley, California"
1072,ci,11378218,1381778507400,36.239,-118.3293,1.6,5.9,9,"47km SSW of Lone Pine, California"
1073,ci,11378210,1381778392500,36.1555,-118.0685,1.6,7.8,10,"49km S of Lone Pine, California"
1074,ci,11378202,1381778306000,32.8795,-116.254,1.9,5.4,28,"26km ENE of Pine Valley, California"
1075,ak,10824042,1381777888000,60.173,-153.012,2.1,118,16,"37km SSW of Redoubt Volcano, Alaska"
1076,ci,11378194,1381777840500,34.0538,-117.1888,1.8,14.9,68,"0km WSW of Redlands, California"
